date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2004-01-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2004-01-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.0,0.0621
2004-01-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.59,0.0839
2004-01-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.0,0.0573
2004-01-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.15,0.0914
2004-01-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,11.75,0.0561
2004-01-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-01-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.0,0.0573
2004-01-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.62,0.0889
2004-01-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.01,0.0669
2004-02-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2004-02-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.0,0.0621
2004-02-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.0,0.0812
2004-02-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.21,0.0583
2004-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.15,0.0914
2004-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,11.75,0.0561
2004-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.5,0.0597
2004-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.62,0.0889
2004-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.56,0.0695
2004-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2004-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.25,0.068
2004-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.0,0.0812
2004-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.5,0.0597
2004-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.47,0.0929
2004-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,11.75,0.0561
2004-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.82,0.0612
2004-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.62,0.0889
2004-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,15.12,0.0722
2004-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.0,0.1003
2004-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.5,0.0597
2004-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.34,0.0828
2004-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.0,0.0573
2004-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.79,0.0945
2004-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,11.76,0.0561
2004-04-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-04-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.0,0.0573
2004-04-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.62,0.0889
2004-04-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.09,0.0625
2004-05-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.0,0.1003
2004-05-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.25,0.0633
2004-05-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.5,0.0835
2004-05-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.07,0.0576
2004-05-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.79,0.0945
2004-05-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.07,0.0576
2004-05-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-05-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.0,0.0573
2004-05-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.62,0.0889
2004-05-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.94,0.0713
2004-06-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.0,0.1003
2004-06-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.4,0.064
2004-06-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.58,0.0839
2004-06-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.0,0.0573
2004-06-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.79,0.0945
2004-06-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.34,0.0589
2004-06-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-06-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,11.75,0.0561
2004-06-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.62,0.0889
2004-06-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.15,0.0676
2004-07-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.0,0.1003
2004-07-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.86,0.0853
2004-07-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.6,0.0602
2004-07-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.6,0.0983
2004-07-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.66,0.0604
2004-07-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-07-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.5,0.0597
2004-07-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.91,0.095
2004-07-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.81,0.0707
2004-08-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,22.5,0.1074
2004-08-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.17,0.0867
2004-08-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.0,0.0621
2004-08-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.0,0.1003
2004-08-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.7,0.0606
2004-08-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-08-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.5,0.0597
2004-08-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.77,0.0992
2004-08-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.97,0.0715
2004-09-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2004-09-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.75,0.0656
2004-09-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.17,0.0867
2004-09-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.0,0.0621
2004-09-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.0,0.1003
2004-09-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.71,0.0607
2004-09-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-09-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.5,0.0597
2004-09-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.77,0.0992
2004-09-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.92,0.0712
2004-10-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2004-10-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.17,0.082
2004-10-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.87,0.0662
2004-10-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.0,0.1003
2004-10-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.57,0.06
2004-10-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-10-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.88,0.0615
2004-10-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.77,0.0992
2004-10-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.37,0.0686
2004-11-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2004-11-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.63,0.0842
2004-11-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.29,0.0682
2004-11-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.0,0.1003
2004-11-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.93,0.0617
2004-11-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-11-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.88,0.0662
2004-11-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.77,0.0992
2004-11-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,15.5,0.074
2004-12-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2004-12-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,17.67,0.0844
2004-12-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.0,0.0668
2004-12-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.65,0.0938
2004-12-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.03,0.0622
2004-12-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2004-12-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.44,0.0641
2004-12-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.77,0.0992
2004-12-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,15.12,0.0722
2005-01-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2005-01-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.38,0.0686
2005-01-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,18.84,0.0899
2005-01-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.0,0.0668
2005-01-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.73,0.0942
2005-01-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.81,0.0612
2005-01-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.0,0.0907
2005-01-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.19,0.063
2005-01-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.77,0.0992
2005-01-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.63,0.0698
2005-02-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2005-02-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.25,0.068
2005-02-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2005-02-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.0,0.0668
2005-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.65,0.0938
2005-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.16,0.0628
2005-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2005-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.5,0.0644
2005-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.77,0.0992
2005-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.62,0.0698
2005-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2005-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.5,0.0692
2005-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2005-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.0,0.0668
2005-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.65,0.0938
2005-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.75,0.0656
2005-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2005-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.75,0.0656
2005-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2005-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.08,0.0672
2005-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2005-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.25,0.068
2005-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2005-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.16,0.0676
2005-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.65,0.0938
2005-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.75,0.0656
2005-04-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2005-04-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.0,0.0621
2005-04-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2005-04-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.69,0.0654
2005-05-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2005-05-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.0,0.0621
2005-05-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2005-05-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.5,0.0644
2005-05-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.65,0.0938
2005-05-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.83,0.0612
2005-05-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.0,0.0955
2005-05-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.75,0.0609
2005-05-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,23.0,0.1098
2005-05-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.5,0.0644
2005-06-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,21.75,0.1038
2005-06-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.66,0.0604
2005-06-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.75,0.0943
2005-06-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.38,0.0639
2005-06-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.43,0.0928
2005-06-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.46,0.0595
2005-06-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,20.25,0.0967
2005-06-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,13.0,0.0621
2005-06-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,22.25,0.1062
2005-06-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,14.0,0.0668
2005-07-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,22.06,0.1053
2005-07-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,12.66,0.0604
2005-07-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,19.44,0.0928
2005-07-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,15.01,0.0717
